id;medication_id;interacting_drug;interaction_type;severity;description;recommendation;created_at
03b38f2e-c3c8-4932-85df-ad0e7a1d605e;26065ed1-145a-4e89-b454-9c1f4a2aac6b;Ranitidine (H2 antagoniste);none;minor;N'a pas changé l'AUC ni Tmax du métabolite, mais a diminué Cmax de 14%.;Pas de recommandation spécifique.;2025-12-07 22:32:57.059117+00
939b6bbb-69ee-4ae5-b52d-864e63e02c62;96ed1a5e-a458-4340-bf01-05718819c286;Substanzen, die durch CYP2C19 metabolisiert werden (z.B. Diazepam, Citalopram, Imipramin, Clomipramin, Phenytoin);increased_toxicity;moderate;Esomeprazol hemmt CYP2C19, das Hauptmetabolisierungsenzym von Esomeprazol. Folglich kann die Plasmakonzentration von Substanzen, die durch CYP2C19 metabolisiert werden, wie z.B. Diazepam, Citalopram, Imipramin, Clomipramin, Phenytoin etc. ansteigen und eine Dosisreduktion erforderlich machen. Dies sollte vor allem bei unregelmässiger Einnahme berücksichtigt werden.;"Dosisreduktion des interagierenden Arzneimittels kann erforderlich sein; insbesondere bei unregelmässiger Einnahme Überwachung der Plasmakonzentrationen.";2025-12-07 22:33:25.965318+00
09477fab-8712-44e1-8772-b78c6b9b2efe;df02db52-6078-42be-baea-0ddf1cf9f9b9;Calciumantagonistes de type vérapamil et, dans une moindre mesure, de type diltiazem;potentiation;major;Effet négatif sur la contractilité et la conduction AV. L'administration intraveineuse de vérapamil peut entraîner une hypotension prononcée et un bloc AV.;Non recommandé.;2025-12-07 22:34:00.870769+00
baf28324-42a3-4e19-b4e7-1e0a6fc6356f;df02db52-6078-42be-baea-0ddf1cf9f9b9;Antihypertenseurs à action centrale (par ex. réserpine, α-méthyldopa, clonidine, moxonidine);potentiation;major;L'effet hypotenseur est renforcé par la diminution de la fréquence cardiaque, du débit cardiaque et par une vasodilatation. L'arrêt brutal d'un antihypertenseur à action centrale, surtout avant la fin de la thérapie par β-bloquants, peut augmenter le risque d'hypertonie de rebond.;Non recommandé.;2025-12-07 22:34:00.898132+00
b421adf9-6165-465f-b037-3db6932e0c7d;df02db52-6078-42be-baea-0ddf1cf9f9b9;Anti-arythmiques de classe I (par ex. quinidine, lidocaïne, phénytoïne) en cas d'insuffisance cardiaque chronique;potentiation;major;Ils peuvent renforcer l'effet sur le temps de conduction AV ainsi que l'effet inotrope négatif des β-bloquants.;Non recommandé.;2025-12-07 22:34:00.942166+00
01cbed54-9518-4cf6-9813-e46543948c2e;df02db52-6078-42be-baea-0ddf1cf9f9b9;Insuline et antidiabétiques oraux;potentiation;moderate;Renforcement de l'effet hypoglycémiant. Les symptômes d'alerte d'une hypoglycémie (par ex. tachycardie, palpitations ou transpiration) peuvent être masqués ou diminués par les β-bloquants.;Utiliser avec prudence.;2025-12-07 22:34:00.969634+00
0b5bc567-62be-4f67-9a5b-f75417c42eac;df02db52-6078-42be-baea-0ddf1cf9f9b9;Calciumantagonistes de type dihydropyridine (par ex. nifédipine, félodipine, amlodipine);potentiation;moderate;Le risque d'hypotension peut augmenter et la fonction de pompe ventriculaire chez les patients insuffisants cardiaques peut se détériorer.;Utiliser avec prudence.;2025-12-07 22:34:00.998282+00
d85661cc-d15c-41fe-bf25-e8ae919aa382;df02db52-6078-42be-baea-0ddf1cf9f9b9;Anti-arythmiques de classe III (par ex. amiodarone);potentiation;moderate;Possible renforcement de l'effet sur le temps de conduction AV.;Utiliser avec prudence.;2025-12-07 22:34:01.143122+00
98525b44-46fd-4b67-aa67-86e202cf975c;df02db52-6078-42be-baea-0ddf1cf9f9b9;Parasympathomimétiques;potentiation;moderate;Le temps de conduction AV peut être prolongé et le risque de bradycardie peut être augmenté.;Utiliser avec prudence.;2025-12-07 22:34:01.215659+00
e6ce284c-3e38-43fb-89b4-7cd467104679;df02db52-6078-42be-baea-0ddf1cf9f9b9;Anesthésiques;potentiation;moderate;Atténuation d'une tachycardie réflexe et risque accru d'hypotension.;Utiliser avec prudence. L'anesthésiste doit être informé du traitement par Bilol avant une anesthésie. Si la thérapie doit être interrompue, la dose doit être réduite progressivement et Bilol doit être arrêté au plus tard 48 heures avant le début de l'anesthésie.;2025-12-07 22:34:01.249969+00
800d88cd-8944-40ba-b313-b013db6fb23e;df02db52-6078-42be-baea-0ddf1cf9f9b9;Glycosides digitaliques;potentiation;moderate;Prolongation du temps de conduction AV et ralentissement de la fréquence cardiaque en conséquence.;Utiliser avec prudence.;2025-12-07 22:34:01.30903+00
2fb7019c-5c75-4eac-9f83-6782ade270a3;df02db52-6078-42be-baea-0ddf1cf9f9b9;Anti-inflammatoires non stéroïdiens (AINS);decreased_efficacy;minor;L'effet hypotenseur peut être diminué.;Utiliser avec prudence.;2025-12-07 22:34:01.348265+00
19239875-a4a2-4bd5-8fa3-5fd886f49cb8;df02db52-6078-42be-baea-0ddf1cf9f9b9;β-Sympathomimétiques (par ex. dobutamine);antagonism;moderate;Une diminution de l'effet des deux substances peut survenir.;Utiliser avec prudence.;2025-12-07 22:34:01.386027+00
5fde2a91-5d72-47c1-97a8-7c6bf0ee6e56;df02db52-6078-42be-baea-0ddf1cf9f9b9;Sympathomimétiques activant les récepteurs α et β (par ex. adrénaline, noradrénaline);potentiation;moderate;Augmentation possible de la pression artérielle et aggravation d'une claudication intermittente. Ces interactions se produisent principalement avec les β-bloquants non sélectifs.;Utiliser avec prudence.;2025-12-07 22:34:01.487103+00
e080f71a-655f-4ea9-a98d-1dcf56b2baaa;df02db52-6078-42be-baea-0ddf1cf9f9b9;Autres antihypertenseurs ou médicaments ayant des propriétés hypotensives (par ex. antidépresseurs tricycliques, barbituriques, phénothiazines), y compris les gouttes oculaires pour le traitement du glaucome, ainsi que l'alcool;increased_toxicity;moderate;Il existe un risque accru d'hypotension.;Utiliser avec prudence.;2025-12-07 22:34:01.519043+00
b16c5a01-5c16-449b-8465-2d0fe9435627;df02db52-6078-42be-baea-0ddf1cf9f9b9;Anti-arythmiques de classe I (par ex. quinidine, lidocaïne, phénytoïne) en cas d'hypertension essentielle ou d'angor;potentiation;moderate;Ils peuvent renforcer l'effet sur le temps de conduction AV ainsi que l'effet inotrope négatif des β-bloquants.;Utiliser avec prudence.;2025-12-07 22:34:01.601833+00
4ad99fad-8f6c-4b9a-97f0-b32f0b5911db;df02db52-6078-42be-baea-0ddf1cf9f9b9;Mefloquine;potentiation;moderate;Risque accru de bradycardie.;À prendre en compte.;2025-12-07 22:34:01.632105+00
7056745a-1ecb-4d5a-a25e-41918e870be8;df02db52-6078-42be-baea-0ddf1cf9f9b9;Inhibiteurs de la monoamine oxydase (sauf inhibiteurs de la MAO-B);potentiation;major;Renforcement de l'effet hypotenseur du β-bloquant, mais aussi risque de crise hypertensive.;À prendre en compte.;2025-12-07 22:34:01.662331+00
2a9c4982-8a04-4e9c-86b2-029819de8411;df02db52-6078-42be-baea-0ddf1cf9f9b9;Dérivés de l'ergotamine;potentiation;moderate;Renforcement des troubles circulatoires périphériques.;À prendre en compte.;2025-12-07 22:34:01.691997+00
03227a11-119b-4342-9d40-d39b90e6654d;367bce7f-447e-482f-aee1-9c0c1a8bfc5f;Rifampicin;decreased_efficacy;contraindicated;Rifampicin weist eine starke induzierende Wirkung auf CYP3A4 auf. Bei gleichzeitiger Gabe von Rifampicin wird die Resorption von Nifedipin deutlich reduziert und seine Wirkung damit abgeschwächt.;Die Verabreichung von Nifedipin in Kombination mit Rifampicin ist kontraindiziert.;2025-12-07 22:34:31.810817+00
3c2cac93-0243-4717-aedb-2155a89d167d;367bce7f-447e-482f-aee1-9c0c1a8bfc5f;Makrolid-Antibiotika (z.B. Erythromycin);potentiation;moderate;Gewisse Makrolid-Antibiotika hemmen den über CYP3A4 vermittelten Metabolismus anderer Medikamente. Daher kann die Möglichkeit einer Zunahme der Nifedipin-Plasmakonzentration bei gleichzeitiger Verabreichung dieser Substanzen nicht ausgeschlossen werden.;Bei gleichzeitiger Gabe sollte der Blutdruck überwacht und, falls notwendig, eine Dosisreduktion von Nifedipin erwogen werden.;2025-12-07 22:34:31.844003+00
5b31f0b5-96bb-44c8-b098-3c97eea3d495;367bce7f-447e-482f-aee1-9c0c1a8bfc5f;Protease-Inhibitoren (z.B. Amprenavir, Indinavir, Nelfinavir, Ritonavir, Saquinavir);potentiation;moderate;Protease-Inhibitoren sind bekannt dafür, CYP3A4 zu inhibieren. Eine substantielle Erhöhung der Nifedipin-Plasmaspiegel kann nicht ausgeschlossen werden, weil sowohl der First-Pass-Metabolismus als auch die Elimination reduziert werden.;Bei gleichzeitiger Gabe sollte der Blutdruck überwacht und, falls notwendig, eine Dosisreduktion von Nifedipin erwogen werden.;2025-12-07 22:34:31.886752+00
e4d409ff-4fef-4eb0-b319-f5d3772e9d77;367bce7f-447e-482f-aee1-9c0c1a8bfc5f;Fluoxetin;potentiation;moderate;Fluoxetin hemmt in-vitro den Nifedipin-Abbau über CYP3A4. Deshalb kann eine Erhöhung des Plasmaspiegels von Nifedipin nicht ausgeschlossen werden.;Bei gleichzeitiger Gabe sollte der Blutdruck überwacht und, falls notwendig, eine Dosisreduktion von Nifedipin erwogen werden.;2025-12-07 22:34:31.953766+00
2d73243e-e576-4db7-a3bc-9618f5ea65d5;367bce7f-447e-482f-aee1-9c0c1a8bfc5f;Antimykotika vom Azol-Typ (z.B. Ketoconazol, Itraconazol, Fluconazol);potentiation;moderate;Vertreter dieser Substanz-Klasse sind bekannte Hemmstoffe von CYP3A4. Es kann nicht ausgeschlossen werden, dass bei gleichzeitiger Verabreichung von Nifedipin mit einem Azol-Antimykotikum die Bioverfügbarkeit von Nifedipin erhöht wird, weil der First-Pass-Metabolismus reduziert ist.;Bei gleichzeitiger Gabe sollte der Blutdruck überwacht und, falls notwendig, eine Dosisreduktion von Nifedipin erwogen werden.;2025-12-07 22:34:31.917386+00
eab058d4-2c82-46cf-9f50-e17b8b6b1761;367bce7f-447e-482f-aee1-9c0c1a8bfc5f;Nefazodon;potentiation;moderate;Nefazodon hemmt den Metabolismus anderer Wirkstoffe, die über CYP3A4 abgebaut werden. Deshalb kann eine Erhöhung des Plasmaspiegels von Nifedipin nicht ausgeschlossen werden.;Bei gleichzeitiger Gabe sollte der Blutdruck überwacht und, falls notwendig, eine Dosisreduktion von Nifedipin erwogen werden.;2025-12-07 22:34:31.987861+00
234dcb48-11c2-4d0c-b040-fcd7fc911b8d;367bce7f-447e-482f-aee1-9c0c1a8bfc5f;Quinupristin/Dalfopristin;potentiation;moderate;Die gleichzeitige Gabe von Quinupristin/Dalfopristin und Nifedipin kann zu erhöhten Nifedipin Plasmaspiegeln führen.;Bei gleichzeitiger Gabe sollte der Blutdruck überwacht und, falls notwendig, eine Dosisreduktion von Nifedipin erwogen werden.;2025-12-07 22:34:32.020086+00
9352a096-b8f6-429d-a2b0-5c75fd149b12;367bce7f-447e-482f-aee1-9c0c1a8bfc5f;Valproinsäure;potentiation;moderate;Valproinsäure die Plasmakonzentrationen des strukturverwandten Ca-Antagonisten Nimodipin aufgrund einer Enzymhemmung erhöhen, kann eine Erhöhung des Nifedipinplasmaspiegels und damit eine Verstärkung der Wirkung nicht ausgeschlossen werden.;Bei gleichzeitiger Gabe sollte der Blutdruck überwacht und, falls notwendig, eine Dosisreduktion von Nifedipin erwogen werden.;2025-12-07 22:34:32.055073+00
22d2b954-0a93-4d9e-823a-4eb489cd4a2c;367bce7f-447e-482f-aee1-9c0c1a8bfc5f;Cimetidin;potentiation;moderate;Aufgrund der Hemmung von CYP3A4 erhöht Cimetidin die Plasmaspiegel von Nifedipin und damit möglicherweise den blutdrucksenkenden Effekt.;Bei gleichzeitiger Gabe sollte der Blutdruck überwacht und, falls notwendig, eine Dosisreduktion von Nifedipin erwogen werden.;2025-12-07 22:34:32.089963+00
8a34837d-2cda-48b5-8a9e-623dd8d71fec;367bce7f-447e-482f-aee1-9c0c1a8bfc5f;Cisaprid;potentiation;moderate;Cisaprid erhöht möglicherweise die Plasmaspiegel von Nifedipin und damit den blutdrucksenkenden Effekt.;Bei gleichzeitiger Gabe sollte der Blutdruck überwacht und, falls notwendig, eine Dosisreduktion von Nifedipin erwogen werden.;2025-12-07 22:34:32.120192+00
47f120de-67a6-4e03-8bc4-b9f87a542076;367bce7f-447e-482f-aee1-9c0c1a8bfc5f;Phenytoin;decreased_efficacy;major;Bei gleichzeitiger Anwendung von Phenytoin und Nifedipin wird die Bioverfügbarkeit von Nifedipin vermindert und so seine Wirksamkeit geschwächt.;Wenn beide Präparate gleichzeitig angewendet werden, sollte die klinische Reaktion auf Nifedipin beobachtet und gegebenenfalls eine Steigerung der Nifedipin-Dosis erwogen werden. Eine Dosisanpassung nach Beendigung der Phenytoin-Therapie kann erforderlich sein.;2025-12-07 22:34:32.152151+00
72ce646b-4622-4cef-bfd9-eef6ab52051c;367bce7f-447e-482f-aee1-9c0c1a8bfc5f;Carbamazepin oder Phenobarbital;decreased_efficacy;moderate;Kann aufgrund deren enzyminduzierender Wirkung zu verringerten Plasmakonzentrationen und damit zu einer abgeschwächten Wirkung von Nifedipin führen.;null;2025-12-07 22:34:32.184939+00
e35938c0-d384-40dc-9e0b-593f533cf411;367bce7f-447e-482f-aee1-9c0c1a8bfc5f;Diltiazem;potentiation;moderate;Diltiazem vermindert die Nifedipin-Clearance.;Die Kombination beider Substanzen sollte mit Vorsicht verabreicht und eine Verminderung der Nifedipin-Dosis kann in Betracht gezogen werden.;2025-12-07 22:34:32.219912+00
ee8c7554-bb99-43b8-8a2e-162baed065af;367bce7f-447e-482f-aee1-9c0c1a8bfc5f;Weitere Antihypertonika;potentiation;moderate;Der blutdrucksenkende Effekt von Nifedipin kann durch die gleichzeitige Gabe weiterer Antihypertonika verstärkt werden.;null;2025-12-07 22:34:32.24942+00
4664f368-2a93-4434-a0cc-5d8b396ef53d;367bce7f-447e-482f-aee1-9c0c1a8bfc5f;Trizyklische Antidepressiva;potentiation;moderate;Der blutdrucksenkende Effekt von Nifedipin kann durch die gleichzeitige Gabe von trizyklischen Antidepressiva verstärkt werden.;null;2025-12-07 22:34:32.289984+00
d7e0052f-965f-4096-9675-59dd678edf11;367bce7f-447e-482f-aee1-9c0c1a8bfc5f;Beta-Rezeptoren-Blocker;potentiation;major;Wenn Nifedipin gleichzeitig mit Beta-Rezeptoren-Blockern verabreicht wird, kann es zu einer stärkeren Blutdrucksenkung kommen. Gelegentlich wurde über die Ausbildung oder die Verschlechterung einer Herzinsuffizienz berichtet. Nach Absetzen von Betablockern kam es gelegentlich durch Nifedipin zu einer Verschlimmerung der Angina pectoris-Symptomatik.;Der Patient sollte sorgfältig überwacht werden. Von einem abrupten Übergang von Betablockern auf Nifedipin wird abgeraten.;2025-12-07 22:34:32.320806+00
64ef1dee-27e5-4ab9-bbc4-33d7b40d9c1d;367bce7f-447e-482f-aee1-9c0c1a8bfc5f;Digoxin;potentiation;moderate;Nifedipin kann eine Erhöhung der Plasmaspiegel von Digoxin bewirken.;Die Kontrolle des Digoxinspiegels wird empfohlen.;2025-12-07 22:34:32.354115+00
a21052e9-592c-4bf6-abaf-e2cdbb79d052;367bce7f-447e-482f-aee1-9c0c1a8bfc5f;Theophyllin;potentiation;moderate;Nifedipin kann eine Erhöhung der Plasmaspiegel von Theophyllin bewirken.;Die Kontrolle des Theophyllinspiegels wird empfohlen.;2025-12-07 22:34:32.390229+00
7d3bf822-a1f5-47c8-bfd0-6de9b688170d;367bce7f-447e-482f-aee1-9c0c1a8bfc5f;Chinidin;complex;moderate;Es wurden erniedrigte Chinidin-Plasmaspiegel bzw. nach Absetzen von Nifedipin ein deutlicher Anstieg des Chinidin-Plasmaspiegels beobachtet.;Wenn Nifedipin zusätzlich verabreicht oder abgesetzt wird, wird die Kontrolle des Chinidinspiegels, und falls erforderlich, eine Anpassung der Chinidindosis empfohlen.;2025-12-07 22:34:32.435867+00
72566f30-e8bc-40a3-8176-6f6686130c71;367bce7f-447e-482f-aee1-9c0c1a8bfc5f;Tacrolimus;potentiation;moderate;Die gleichzeitige Anwendung von Tacrolimus und Nifedipin kann zu erhöhten Tacrolimus-Plasmaspiegeln führen.;Die Tacrolimus-Dosis sollte im Einzelfall reduziert werden. Eine regelmässige Plasmaspiegelkontrolle von Tacrolimus wird empfohlen.;2025-12-07 22:34:32.467599+00
821463a9-c5af-4637-83bc-f09f23e011b1;367bce7f-447e-482f-aee1-9c0c1a8bfc5f;Vincristin;increased_toxicity;moderate;Nifedipin vermindert die Ausscheidung von Vincristin, wodurch die Nebenwirkungen von Vincristin zunehmen können.;Eine Dosisverminderung von Vincristin sollte daher in Betracht gezogen werden.;2025-12-07 22:34:32.496278+00
dc770c0b-76ad-4beb-9ffc-1956ec153577;367bce7f-447e-482f-aee1-9c0c1a8bfc5f;Cephalosporine;potentiation;minor;Bei gleichzeitiger Gabe von Cephalosporinen und Nifedipin wurden erhöhte Cephalosporin-Plasmaspiegel beobachtet.;null;2025-12-07 22:34:32.530594+00
e391214c-b782-4887-a9b5-b0cb2dc17735;367bce7f-447e-482f-aee1-9c0c1a8bfc5f;Grapefruitsaft;potentiation;major;Grapefruitsaft hemmt den oxidativen Abbau von Nifedipin, so dass bei Einnahme mit Grapefruitsaft erhöhte Nifedipinspiegel auftreten können. Als Folge kann die blutdrucksenkende Wirkung verstärkt sein. Bei regelmässigem Konsum von Grapefruitsaft kann dieser Effekt bis zu drei Tagen nach der letzten Einnahme andauern.;Nifedipin-Mepha retard soll daher nicht mit Grapefruitsaft eingenommen werden.;2025-12-07 22:34:32.564924+00
c045ed58-1231-492f-9503-3d5c0461b716;367bce7f-447e-482f-aee1-9c0c1a8bfc5f;Nitrate;potentiation;moderate;Bei Kombination mit Nitraten verstärken sich die Wirkungen auf Blutdruck und Herzfrequenz.;null;2025-12-07 22:34:32.596462+00
c8908636-a680-4f15-9d4b-ff6b71e17af7;367bce7f-447e-482f-aee1-9c0c1a8bfc5f;Magnesiumsulfat i.v.;potentiation;major;Kann zu einer neuromuskulären Blockade kommen.;Nifedipin sollte nicht in Kombination mit Magnesiumsulfat i.v. verabreicht werden.;2025-12-07 22:34:32.632023+00
3244ad39-2947-47e0-bc7b-25fc0a9ce47c;367bce7f-447e-482f-aee1-9c0c1a8bfc5f;Ciclosporin;;minor;Da Nifedipin eine Gingivahyperplasie bewirken kann, ist es ratsam, Patienten, die während einer Ciclosporin-Therapie eine Gingivahypertrophie entwickeln, Nifedipin nicht zu verabreichen.;Bei Patienten mit Ciclosporin-induzierter Gingivahypertrophie, Nifedipin nicht verabreichen.;2025-12-07 22:34:32.661447+00
efb6ace9-0aea-4a15-bac1-63fdd7a9c3c4;24c1a8c1-61d7-4d51-86f6-00f162da62cb;Carbamazepin;decreased_efficacy;moderate;Les inducteurs du CYP3A4 comme la carbamazépine et la phénytoïne augmentent la clairance de la mirtazapine de deux fois, ce qui entraîne une diminution des concentrations plasmatiques de mirtazapine d'environ 60 % et 45 % respectivement.;Si la carbamazépine ou un autre inducteur du métabolisme hépatique (comme la rifampicine) est ajouté à un traitement par mirtazapine, la dose de mirtazapine doit être augmentée si nécessaire.;2025-12-07 22:35:02.405699+00
ee6ca38e-e684-4e13-8ac5-32d93037fb9b;08504ce8-3ff5-4703-b813-de627c948249;Antiarrhythmika (einschliesslich Amiodaron und Quinidin);potentiation;moderate;Mögliche additive Wirkungen wie arterielle Hypotonie und/oder eine ausgeprägte Bradykardie.;;2025-12-07 22:37:02.174511+00
a893eaf4-bad0-4c89-a270-8d5661efa6b4;24c1a8c1-61d7-4d51-86f6-00f162da62cb;Phénytoïne;decreased_efficacy;moderate;Les inducteurs du CYP3A4 comme la carbamazépine et la phénytoïne augmentent la clairance de la mirtazapine de deux fois, ce qui entraîne une diminution des concentrations plasmatiques de mirtazapine d'environ 60 % et 45 % respectivement.;Si la phénytoïne est ajoutée à un traitement par mirtazapine, la dose de mirtazapine doit être augmentée si nécessaire.;2025-12-07 22:35:02.445825+00
36725919-8cb4-420c-a076-e428ca26210a;24c1a8c1-61d7-4d51-86f6-00f162da62cb;IMAO (inhibiteurs de la monoamine oxydase), y compris le linézolide;increased_toxicity;contraindicated;La mirtazapine ne doit pas être administrée en même temps que des IMAO (y compris le linézolide, un antibiotique et inhibiteur réversible non sélectif de la monoamine oxydase) ou dans les 2 semaines suivant l'arrêt d'un tel traitement. Inversement, les patients traités par mirtazapine ne doivent être traités par IMAO que deux semaines après l'arrêt de la mirtazapine.;Contre-indication de l'utilisation concomitante. Respecter un délai de 2 semaines avant/après le traitement par IMAO.;2025-12-07 22:35:02.684454+00
